 Abstract,Authors,DOI,Database,Descriptor(s),Entry Date,Fulltext URL,ID,ISSN,Issue number,Journal,Language,Publication Country,Publication year,Source,Title,Type,Unnamed: 18,Unnamed: 19,Volume number
"PURPOSE: The current study investigated how risk exposures, risk perceptions of COVID-19, and negative attitudes toward general vaccination were related to COVID vaccine acceptance among college students. DESIGN: Cross-sectional study. SETTING: Data was collected by online survey using RedCap among college students in South Carolina between September 2020 and October 2020. SAMPLE: 1062 college students in South Carolina. MEASURES: risk exposures to COVID-19, perceived severity of COVID-19, perceived susceptibility of COVID-19, negative attitude toward general vaccination, vaccine acceptance of COVID-19. ANALYSIS: Hierarchical linear regression was used to examine the association of these factors with COVID-19 vaccine acceptance controlling for key demographics. RESULTS: Perceived severity of COVID-19 was positively associated with vaccine acceptance (? = 0.19, p &lt; 0.001). Higher level of risk exposures (? = -0.08, p = 0.007) and negative attitude toward general vaccination (? = -0.38, p &lt; 0.001) were associated with low vaccine acceptance. CONCLUSION: We need tailored education messages for college students to emphasize the severity of COVID-19, address the concerns of side effects of general vaccines by dispelling the misconception, and target the most vulnerable subgroups who reported high level of risk exposures while showed low intention to take the vaccine.","Qiao, Shan; Tam, Cheuk Chi; Li, Xiaoming",,MEDLINE,,20210701.0,https://dx.doi.org/10.1177/08901171211028407,covidwho-1286789,2168-6602,,Am J Health Promot,en,US,2021.0,"Am J Health Promot;: 8901171211028407, 2021 Jun 24. ","Risk Exposures, Risk Perceptions, Negative Attitudes Toward General Vaccination, and COVID-19 Vaccine Acceptance Among College Students in south Carolina.",article,,,
,"Alle, Yewlsew Fentie, Oumer, Keder Essa",,PMC,,20210701.0,https://doi.org/10.1007/s13337-021-00708-0,covidwho-1286203,,,VirusDisease,en,,2021.0,VirusDisease;2021.,"Attitude and associated factors of COVID-19 vaccine acceptance among health professionals in Debre Tabor Comprehensive Specialized Hospital, North Central Ethiopia;2021: cross-sectional study",article,,,
"This study investigated the attitudes of Slovak medical students to COVID-19 vaccination. A cross-sectional study was conducted between 10 March 2021 and 24 March 2021, as the second wave of coronavirus spread in Slovakia. It was performed in four medical faculties with students in years 1-6. An online anonymous questionnaire was distributed through official university platforms. The survey was completed by 1228 of 5374 medical students. The vaccinated group of students had received at least one dose of the COVID-19 vaccine. The study was conducted on 1228 students, of which 880 (71.7%) were vaccinated and 348 unvaccinated (28.3%). The median age was 22 years (range 18-33 years), and 70.6% were women. The lowest vaccination rate was among first (32.7%) and second-year students (61.6%), students living at home with their family (63.8%) and students living in urban areas (69.8%). Only 22.4% of medical students were concerned about serious side effects from the COVID-19 vaccine, and 38.8% were concerned that the COVID-19 vaccine may not be effective. This study provides key information related to medical student vaccination in Slovakia and education about COVID-19 vaccination.","Sovicova, Miroslava; Zibolenova, Jana; Svihrova, Viera; Hudeckova, Henrieta",,MEDLINE,,20210630.0,https://dx.doi.org/10.3390/ijerph18136815,covidwho-1285383,1660-4601,13,Int. j. environ. res. public health (Online),en,CH,2021.0,Int J Environ Res Public Health;18(13)2021 Jun 25. ,Odds Ratio Estimation of Medical Students&#039; Attitudes towards COVID-19 Vaccination.,article,,,18
"BACKGROUND: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccines are being administered around the world; however, lactating women were excluded from SARS-CoV-2 vaccine trials. Therefore, knowledge about the effect of vaccination in this specific group is limited. This information is essential to empower lactating women to make a well-informed decision on their choice for vaccination. After natural infection, SARS-CoV-2 specific antibodies are present in human milk, which might offer protection for her newborn. The dynamics of these antibodies in human milk following vaccination remain to be elucidated. RESEARCH AIM: To determine the effect of vaccination with BNT162b2 on the levels of SARS-CoV-2 specific IgA in human milk. METHODS: In this prospective longitudinal study, we included lactating women who received the BNT162b2 vaccine. Human milk samples were collected prior to vaccination and 3, 5, 7, 9, 11, 13, and 15 days after both vaccine doses. Samples were analyzed using enzyme-linked immunosorbent assay against the spike protein of SARS-CoV-2. RESULTS: In total, 366 human milk samples from 26 lactating women were analyzed. A biphasic response was observed, with SARS-CoV-2 specific immunoglobulin A (IgA) starting to increase between day 5 and 7 after the first dose of the vaccine. After the second dose, an accelerated IgA antibody response was observed. CONCLUSION: After vaccination with the mRNA-based BNT162b2 vaccine, a SARS-CoV-2 specific antibody response was observed in human milk. The presence of SARS-CoV-2 specific IgA after vaccination is important as antibodies are transferred via human milk, and thereby might provide protection to infants against COVID-19.","Juncker, Hannah G; Mulleners, Sien J; van Gils, Marit J; de Groot, Christianne J M; Pajkrt, Dasja; Korosi, Aniko; van Goudoever, Johannes B; van Keulen, Britt J",,MEDLINE,,20210630.0,https://dx.doi.org/10.1177/08903344211027112,covidwho-1285158,1552-5732,,J Hum Lact,en,US,2021.0,"J Hum Lact;: 8903344211027112, 2021 Jun 27. ",The Levels of SARS-CoV-2 Specific Antibodies in Human Milk Following Vaccination.,article,,,
"BACKGROUND: Considering the potential COVID-19 impact on pwMS health and the importance of vaccination for this population, we decided to assess: (a) pwMS&#039; beliefs and knowledge on COVID-19 pandemic; (b) their acceptance towards COVID-19 vaccination and (c) pwMS&#039; opinions on general vaccination. METHODS: Observational study, based on a cross-sectional (10-20th September 2020) online survey, conducted in a cohort of pwMS&#039; followed at two Portuguese hospitals. The survey included measures to characterize the sample and a questionnaire designed to assess the topics defined for this study. RESULTS: 270 respondents completed the full survey (response rate 58.2%). pwMS greatest concern during the pandemic was an aggravation of MS, especially by patients older than 50 years old. Almost 40% of the patients older than 50 felt that the pandemic negatively affected their MS related medical assistance. Most patients believed they would recover from COVID-19 infection. More than half of the responders feared a MS aggravation if they got COVID-19; this was more pronounced in patients with progressive MS. About 12% of the participants did not want to be vaccinated and almost 40% was unsure. Regarding vaccines in general, almost a third of the participants feared their side effects or MS related complications. CONCLUSION: Having knowledge of pwMS&#039; opinions on COVID-19 pandemic impact and vaccination is useful to better address these issues. Fears and expectations towards vaccination must be discussed with pwMS.","Moniz Dion¨ªsio, Joana; Santos, Mariana; Rodrigues, Ana Martins; R¨ºgo, Andr¨¦; V¨ªtor, Joana; Delgado, Sofia; Pinheiro, Rita; Neves, Pedro; Figueiredo, Carlos; Costa, Jos¨¦ Bandeira; Vale, Jos¨¦; Salgado, Vasco; Tim¨®teo, ?ngela",,MEDLINE,,20210630.0,https://dx.doi.org/10.1016/j.msard.2021.103113,covidwho-1284396,2211-0356,,Mult Scler Relat Disord,en,NL,2021.0,"Mult Scler Relat Disord;54: 103113, 2021 Jun 26. ","Opinions, beliefs and knowledge of people with multiple sclerosis on COVID-19 pandemic and vaccine.",article,,,54
"BACKGROUND: Longitudinally extensive transverse myelitis (LETM) is a rare subtype of transverse myelitis (TM) that potentially results in relevant disability. Apart from association to neuromyelitis optica and other chronic demyelinating diseases of the central nervous system, many other aetiologies are known. Particularly systemic infections and vaccination are considered potential triggers for immune mediated inflammation of the spinal cord. In the course of the current Covid-19 pandemic several cases of TM following Covid-19 infection have been described. Here we present a case of LETM following vaccination against Covid-19 with AZD1222, AstraZeneca. An extensive diagnostic work up was performed to rule out alternative causes, including prior and current Covid-19 infection. CONCLUSION: To our knowledge this is first case of LETM possibly related to Covid-19 vaccination that is published after marketing authorisation of various vaccine candidates.","Pagenkopf, Claudia; S¨¹dmeyer, Martin",,MEDLINE,,20210630.0,https://dx.doi.org/10.1016/j.jneuroim.2021.577606,covidwho-1284235,1872-8421,,J Neuroimmunol,en,NL,2021.0,"J Neuroimmunol;358: 577606, 2021 Jun 24. ",A case of longitudinally extensive transverse myelitis following vaccination against Covid-19.,article,,,358
"Objective The objective of this study was to assess community pharmacists&#039; willingness to test, treat and immunize for COVID-19 in Puerto Rico. Methods In this cross-sectional study, a 37-item survey was distributed via email and social media in May 2020 through REDCap online software. All licensed community pharmacists in Puerto Rico (N = 1200) were invited to complete the survey. Retired community pharmacists were excluded. Analysis of frequencies and chi-square tests were performed to evaluate the willingness to test, treat and immunize for COVID-19 and their associations with sociodemographic variables. Key findings The survey response rate was 26% (314/1200). Subjects&#039; mean age was 42 (13), 86.1% were female, and most practiced in independent community or specialty pharmacy (62%). Among respondents, 44% reported willingness to test. Top concerns for testing were family (73.4%) and self (66.8%) exposure and ability to manage the workflow (53.3%). Most participants indicated their willingness to treat (88.4%) and to administer the COVID-19 vaccine (76.1%). Study participants who worked in retail pharmacies were more willing to test for COVID-19 (50.9%, P = 0.34) and to immunize (91.2%, P &amp;lt; 0.001). Pharmacists &amp;lt;= 39 years (90.3%), those who graduate in 2000 or later (88.3%), and those with a Pharm.D. degree or higher (88.6%), were more willing to immunize (P &amp;lt; 0.001). Conclusions Most community pharmacists were more willing to treat and immunize, than to perform COVID-19 testing. This underscores the need for training and workflow changes to facilitate the acquisition of this new role. Local pharmacists&#039; associations should advocate for a safe and manageable work environment. These efforts are vital to empower pharmacists to adopt new roles during a public health emergency.","Silva-Suarez, G.; Reyes, Y. A.; Colon-Pratts, F. M.; Sanchez, J.; Ortiz, B. I.; Rabionet, S. E.",,Web of Science,,20210630.0,https://doi.org/10.1093/jphsr/rmab009,covidwho-1284881,,2,Journal of Pharmaceutical Health Services Research,en,,2021.0,"Journal of Pharmaceutical Health Services Research; 12(2):109-113, 2021.",Assessing the willingness of community pharmacists to test-treat-immunize during the COVID-19 pandemic in Puerto Rico,article,,,12
"BACKGROUND: Despite SARS-CoV-2 immunizations have started in most countries, children are not currently included in the vaccination programs, thus it remains crucial to define their anti-SARS-CoV-2 immune response in order to minimize the risk for other epidemic waves. This study seeks to provide a description of the virology ad anti-SARS-CoV-2 immunity in children with distinct symptomatology. METHODS: Between March and July 2020, we recruited 15 SARS-CoV-2 asymptomatic (AS) and 51 symptomatic children (SY), stratified according to WHO clinical classification. We measured SARS-CoV-2 viral load using ddPCR and qPCR in longitudinally collected nasopharyngeal swabs samples. To define anti-SARS-CoV-2 antibodies we measured neutralization?activity and total IgG load (Diasorin). We also evaluated antigen-specific B and CD8+T-cells, using a labelled S1+S2 protein and ICAM expression, respectively. Plasma protein profiling was performed with Olink. RESULTS: Virological profiling showed that AS had lower viral load at diagnosis (p=0.004) and faster virus clearance (p=0.0002) compared to SY. Anti-SARS CoV-2 humoral and cellular response did not appear to be associated with the presence of symptoms. AS and SY showed similar titers of SARS-CoV-2 IgG, levels of neutralizing activity, and frequency of Ag-specific B and CD8+T-cells. Whereas pro-inflammatory plasma protein profile was associated to symptomatology. CONCLUSION: We demonstrated the development of anti-SARS-CoV-2 humoral and cellular response with any regards to symptomatology, suggesting the ability of both SY and AS to contribute towards herd immunity. The virological profiling of AS suggested that they have lower virus load associated with faster virus clearance.","Cotugno, Nicola; Ruggiero, Alessandra; Pascucci, Giuseppe Rubens; Bonfante, Francesco; Petrara, Maria Raffaella; Pighi, Chiara; Cifaldi, Loredana; Zangari, Paola; Bernardi, Stefania; Cursi, Laura; Santilli, Veronica; Manno, Emma Concetta; Amodio, Donato; Linardos, Giulia; Piccioni, Livia; Barbieri, Maria Antonietta; Perrotta, Daniela; Campana, Andrea; Don¨¤, Daniele; Giaquinto, Carlo; Concato, Carlo; Brodin, Petter; Rossi, Paolo; De Rossi, Anita; Palma, Paolo",,MEDLINE,,20210629.0,https://dx.doi.org/10.1111/pai.13585,covidwho-1282025,1399-3038,,Pediatr. allergy immunol,en,GB,2021.0,Pediatr Allergy Immunol;2021 Jun 26. ,Virological and immunological features of SARS-COV-2 infected children with distinct symptomatology.,article,,,
"Background: The impact of COVID-19 vaccination on breastfeeding is unknown. The primary aim of this study was to determine whether vaccine-related side effects following COVID-19 vaccination were associated with an adverse impact on breastfeeding. Secondarily, we sought to determine perceived symptoms in breastfed children and maternal opinion about COVID-19 vaccination. Materials and Methods: We conducted a cross-sectional survey of breastfeeding mothers who underwent COVID-19 vaccination &gt;2 days before the survey. Subjects were recruited through social media and websites. Data included sociodemographic information, vaccine history, maternal and child symptoms, and impact on lactation/breastfeeding. Bivariate statistics (chi-square, Wilcoxon rank sum, and t tests) and multivariable logistic regression models examined the association of vaccine side effects with lactation, symptoms in breastfed children, and maternal opinion on vaccination. Results: Analysis included 4,455 breastfeeding mothers. Maternal postvaccination symptoms were more common after the second dose (p &lt; 0.001). Overall, 77 (1.7%) respondents reported a negative impact on breastfeeding postvaccination, and these mothers were more likely to have experienced fatigue, headache, muscle pain, injection site pain, chills, fever, or allergic reactions. After adjusting for confounding variables, higher odds of an adverse impact on lactation were associated with lower breastfeeding intensity, dose of vaccine, and child symptoms. Even among mothers who reported an adverse impact on breastfeeding, maternal opinion about vaccination and confidence in their decision to receive the COVID-19 vaccine were high. Conclusions: COVID-19 vaccination among breastfeeding mothers resulted in minimal disruption of lactation or adverse impact on the breastfed child. These findings may be considered in vaccination decision-making.","McLaurin-Jiang, Skyler; Garner, Christine D; Krutsch, Kaytlin; Hale, Thomas W",,MEDLINE,,20210629.0,https://dx.doi.org/10.1089/bfm.2021.0079,covidwho-1281838,1556-8342,,Breastfeed. med,en,US,2021.0,Breastfeed Med;2021 Jun 25. ,Maternal and Child Symptoms Following COVID-19 Vaccination Among Breastfeeding Mothers.,article,,,
"Objective: The Theory of Planned Behavior (TPB) is one of the most robust models in explaining health-related behavior. In this study, we tested the extended TPB to predict university students&#039; intentions to uptake COVID-19 vaccination.Methods: An online cross-sectional survey was developed to investigate students&#039; intention to uptake the COVID-19 vaccine based on the components of the TPB (i.e., attitude, subjective norms, and perceived behavioral control) and extended components (i.e., knowledge about COVID-19, risk perception of COVID-19, and past influenza vaccination behavior). Non-probability sampling was used to collect data from 3145 students from 43 universities in mainland China in January 2021. Structural equation modeling (SEM) was applied to examine the proposed model. Enrolled students were relatively young (mean age?=?20.80?years; SD?=?2.09), half of them are female (50.2%), and most of them were studying in undergraduate programs (n?=?3026; 96.2%).Results: The results showed that students&#039; knowledge of the COVID-19 vaccine and risk perception of COVID-19 positively influenced their attitude toward the uptake of a COVID-19 vaccine. Also, students&#039; attitude toward COVID-19 vaccination uptake and their past influenza vaccination uptake behaviors were positively associated with the intention to uptake COVID-19 vaccination. Subjective norm and perceived behavioral control were not significant predictors for the intention to uptake COVID-19 vaccination (R2?=?0.49).Conclusions: The present study demonstrated that the extended TPB appears to be an efficient model with the focus on attitude, knowledge, risk perception, and past influenza vaccination uptake behaviors in explaining students&#039; intention for COVID-19 vaccination.","Fan, Chia-Wei; Chen, I-Hua; Ko, Nai-Ying; Yen, Cheng-Fang; Lin, Chung-Ying; Griffiths, Mark D; Pakpour, Amir H",,MEDLINE,,20210629.0,https://dx.doi.org/10.1080/21645515.2021.1933687,covidwho-1281831,2164-554X,,Hum Vaccin Immunother,en,US,2021.0,"Hum Vaccin Immunother;: 1-8, 2021 Jun 25. ",Extended theory of planned behavior in explaining the intention to COVID-19 vaccination uptake among mainland Chinese university students: an online survey study.,article,,,
,"Velumani, Suresh; Arpita, Patel; Balaraman, Ramachandran",,MEDLINE,,20210629.0,https://dx.doi.org/10.4103/ijp.ijp_173_21,covidwho-1282687,1998-3751,3,Indian J Pharmacol,en,IN,2021.0,"Indian J Pharmacol;53(3): 250-251, 2021. ",Attitude toward COVID-19 vaccination: A cross-sectional study on healthcare professionals.,article,,,53
"BACKGROUND: Scientists across the world are working on innovating a successful vaccine that will save lives and end COVID-19 pandemic. World Health Organization (WHO) is working to make sure COVID-19 vaccines can be safely delivered to all those who need them. Indeed, the successful deployment and a sufficient uptake of vaccines is equally important. Acceptance and accessibility of such vaccine is a key indicator of vaccination coverage. OBJECTIVE: This study aimed to assess the determinants of intention to receive COVID-19 vaccine among school teachers in Gondar City. METHODS: An institution based cross-sectional study was conducted from December, 2020 to January, 2021. A total of 301 school teachers selected using stratified simple random sampling were included. Descriptive analysis such as medians, means, proportions, standard deviations and frequencies were computed. Linear regression analysis was done to identify factors associated with intention to receive COVID-19 vaccine. A p-value of less than 0.05 was used to declare statistical significance. RESULTS: The median intention to receive COVID-19 vaccine was 3.33 with interquartile range of 2.67-4.0. Of the participants 54.8% had scored above the median of intention to receive COVID-19 vaccine score. 54% variance in intention to receive COVID-19 vaccine was explained by the independent variables. Being affiliated with other category of religion, bachelor degree educational status, perceived susceptibility, perceived benefit, perceived barrier, and cues to action were significantly associated with the intention to receive COVID-19 vaccine. CONCLUSION: The median score of intention to receive COVID-19 vaccine was 3.33. Socio-demographic and health beliefs influenced the intention to receive the COVID-19 vaccine in the study participant. Policy makers and stakeholders should focus on strong health promotion about risks of the pandemic, benefit, safety, and efficacy of vaccination.","Handebo, Simegnew; Wolde, Maereg; Shitu, Kegnie; Kassie, Ayenew",,MEDLINE,,20210629.0,https://dx.doi.org/10.1371/journal.pone.0253499,covidwho-1282301,1932-6203,6,PLoS One,en,US,2021.0,"PLoS One;16(6): e0253499, 2021. ","Determinant of intention to receive COVID-19 vaccine among school teachers in Gondar City, Northwest Ethiopia.",article,,,16
"BACKGROUND: SARS-CoV-2 serological testing has seen extensive academic and clinical use from investigating correlates of immunity to seroprevalence, convalescent plasma and vaccine trials. Interpretation of these studies will depend on robust validation of the longitudinal sensitivities of these assays, especially in the context of mild disease which makes up the majority of the Coronavirus Disease 2019 (COVID-19) caseload. METHODS: Hospital staff (n=94) returning to work following polymerase chain reaction (PCR) confirmed COVID-19 were offered antibody testing to assist with laboratory verification. Initial specimens were collected at median 29 days post-symptom onset and run on the Roche, Abbott, Siemens and DiaSorin platforms. Re-sampling occurred at median 142 days from a subset of the initial cohort (n=62) that had volunteered to provide further sera to assist in longitudinal sensitivity analysis. Samples that were not run across all four platforms were excluded from analysis. RESULTS: Comparative sensitivity analysis was conducted on 89/94 of the initial specimens and 55/62 of the repeat specimens. Sensitivity at initial sampling ranged from 78-87% across platforms. At re-sampling, sensitivities were: 100% (Roche), 45% (Abbott), 100% (Siemens), and 80% (DiaSorin). Paired analysis using the longitudinal cohort (n=55) demonstrated stable or increasing median assay values on three platforms, with a clear reduction seen only on the Abbott platform (4.78 to 1.34) with corresponding sensitivity drop-off (81.8% to 45.4%). CONCLUSION: The Abbott assay demonstrated sensitivity drop-off and decrease in median assay signal below detection threshold at 4-5 months. This has implications on the interpretation and design of future studies.","Sim, Marcus Yee Lu; Cockcroft, Christopher; Darby, Denise; Ellis, Clare Roisin; Heaps, Adrian; Scargill, Jonathan; Garcez, Tomaz",,MEDLINE,,20210629.0,https://dx.doi.org/10.1177/00045632211030957,covidwho-1282198,1758-1001,,Ann Clin Biochem,en,GB,2021.0,"Ann Clin Biochem;: 45632211030957, 2021 Jun 24. ",EXPRESS: Paired Sensitivity Analysis of Four SARS-CoV-2 Serological Immunoassays in a Longitudinal Cohort of Convalescent Hospital Staff.,article,,,
