 Abstract,Authors,DOI,Database,Descriptor(s),Entry Date,Fulltext URL,ID,ISSN,Issue number,Journal,Language,Publication Country,Publication year,Source,Title,Type,Unnamed: 18,Unnamed: 19,Volume number,paper_type,cross_type,long_type
"Coronavirus disease 2019 (COVID-19) has afflicted tens of millions of people, fostering and unprecedent effort in vaccine development and distribution. Healthcare workers (HCW) play a key role in vaccine promotion and patient guidance, and it is likely that hesitancy among this population will have a major impact on the adoption of a successful immunization policy. To investigate HCW attitudes towards anti-severe acute respiratory syndrome coronavirus 2 (SARS-CoV2) vaccination, we developed an anonymous online cross-sectional survey. 1723 Italian HCW responded. Overall, 1155 (67%) intended to be vaccinated, while 443 (26%) were not sure and 125 (7%) declared refusal. In multivariate analysis, factors associated with hesitancy were using Facebook as the main information source and being a non-physician HCW, while predictors of acceptance included younger age, being in close contact with high-risk groups and having received flu vaccination during the 2019-2020 season. Reasons for hesitancy included lack of trust in vaccine safety (85%) and receiving little (78%) or conflicting (69%) information about vaccines. According to our results, adequate investment in vaccine education for healthcare personnel appears to be urgently needed, prioritizing non-physicians and information quality spread through social media. We hope that our data could help governments and policy-makers to target communication in the ongoing COVID-19 vaccination campaign.","Di Gennaro, Francesco; Murri, Rita; Segala, Francesco Vladimiro; Cerruti, Lorenzo; Abdulle, Amina; Saracino, Annalisa; Bavaro, Davide Fiore; Fantoni, Massimo",,MEDLINE,"COVID-19 Vaccines/administration &amp;amp; dosage; COVID-19/prevention &amp;amp; control; Health Personnel/psychology; SARS-CoV-2/immunology; Vaccination Refusal/psychology; Adult; COVID-19/epidemiology; Cross-Sectional Studies; Female; Health Knowledge, Attitudes, Practice; Health Personnel/statistics &amp;amp; numerical data; Humans; Italy/epidemiology; Male; Middle Aged; Surveys and Questionnaires; Vaccination Refusal/statistics &amp;amp; numerical data",20210305,https://dx.doi.org/10.3390/v13030371,covidwho-1115434,1999-4915,3,Viruses,en,CH,2021,Viruses;13(3)2021 02 26. ,Attitudes towards Anti-SARS-CoV2 Vaccination among Healthcare Workers: Results from a National Survey in Italy.,article,,,13,online,1,0
"BACKGROUND: Vaccine hesitancy is a global threat undermining control of preventable infections. Emerging evidence suggests that hesitancy to COVID-19 vaccination varies globally. Qatar has a unique population with around 90% of the population being economic migrants, and the degree and determinants of hesitancy are not known. METHODS: This study was carried out to evaluate the degree of vaccine hesitancy and its socio-demographic and attitudinal determinants across a representative sample. A national cross-sectional study using validated hesitancy measurement tool was carried out from October 15, 2020, to November 15, 2020. A total of 7821 adults completed the survey. Relevant socio-demographic data along with attitudes and beliefs around COVID-19 vaccination were collected from the respondents. RESULTS: 20.2% of the respondents stated they would not take the vaccine and 19.8% reported being unsure about taking the prospective COVID-19 vaccine. Citizens and females were more likely to be vaccine hesitators than immigrants and males, respectively. Concerns around the safety of COVID-19 vaccine and its longer-term side effects were the main concerns cited. Personal research around COVID-19 and vaccine were by far the most preferred methods that would increase confidence in accepting the vaccine across all demographic groups. CONCLUSIONS: This study reports an overall vaccine hesitancy of 20% toward the COVID-19 vaccine and the influence of social media on attitudes toward vaccination which is in keeping with emerging evidence. This finding comes at a time that is close to the start of mass immunization and reports from a migrant-majority population highlighting important socio-demographic determinants around vaccine hesitancy.","Alabdulla, Majid; Reagu, Shuja Mohd; Al-Khal, Abdullatif; Elzain, Marwa; Jones, Roland M",,MEDLINE,"Attitude; COVID-19 Vaccines/immunology; COVID-19/prevention &amp;amp; control; SARS-CoV-2/immunology; Transients and Migrants; Vaccination/psychology; Adult; Aged; Cross-Sectional Studies; Female; Humans; Intention; Male; Middle Aged; Outcome Assessment, Health Care; Patient Acceptance of Health Care",20210223,https://dx.doi.org/10.1111/irv.12847,covidwho-1091047,1750-2659,3,Influenza Other Respir Viruses,en,GB,2021,"Influenza Other Respir Viruses;15(3): 361-370, 2021 05. ",COVID-19 vaccine hesitancy and attitudes in Qatar: A national cross-sectional survey of a migrant-majority population.,article,,,15,online,1,0
"BACKGROUND: Despite increasing evidence to support mask effectiveness in mitigating the spread of COVID-19, there is still raging controversy regarding the use of masks. Evaluation of public perceptions, attitudes and the individuals&#039; experience towards mask-wearing is integral to ensuring reasonable compliance and allows authorities to address concerns held by the population. METHODS: A cross-sectional survey of lay-people was conducted within a high volume tertiary level institution in Singapore, from 16 October to 16 November 2020. Surveys administered evaluated five questions: 1) duration of mask wear per day, 2) mask-type used, 3) perceived necessity, 4) discomfort level experienced and 5) causes for discomfort. RESULTS: Out of 402 respondents, 67.2% primarily wore disposable surgical masks. 72% felt mask-wearing was necessary to control COVID-19 transmission. 78.4% reported discomfort while wearing masks, with mean discomfort levels of 4.21 out of 10. Impairment to breathing and communication difficulties were the most common discomforts faced. Younger respondents complained of higher incidence of dermatological issues and sweating (p?&lt;?0.05). Respondents who wore masks for longer duration reported higher incidence of dermatological issues (p?=?0.001) and sweating (p?=?0.032). CONCLUSION AND RELEVANCE: Even with an available vaccine, adjunctive public health measures such as mask-wearing will likely continue in order to curb COVID-19 transmission. Experience from past pandemics is likely to propagate self-protective behavior within a community. Our study identified several common mask-wearing discomforts, allowing respective organizations valuable market feedback for research and development. With appropriate public attitudes, effective mask-wearing compliance can be attained in a concerted effort against the coronavirus.","Cheok, Gideon J W; Gatot, Cheryl; Sim, Craigven H S; Ng, Y H; Tay, Kenny X K; Howe, T S; Koh, Joyce S B",,MEDLINE,"Attitude; COVID-19/prevention &amp;amp; control; Masks; SARS-CoV-2; Adolescent; Adult; Aged; Aged, 80 and over; Communication; Cross-Sectional Studies; Female; Humans; Male; Middle Aged; N95 Respirators; Young Adult",20210222,https://dx.doi.org/10.1016/j.idh.2021.01.002,covidwho-1086961,2468-0869,2,Infect Dis Health,en,NL,2021,"Infect Dis Health;26(2): 145-151, 2021 05. ",Appropriate attitude promotes mask wearing in spite of a significant experience of varying discomfort.,article,,,26,online,1,0
"BACKGROUND: A pandemic of coronavirus disease 2019 (COVID-19) emerged and affected most of the world in early 2020. To inform effective public health measures we conducted a knowledge, attitude and practice (KAP) survey among a Hausa Muslim society in Nigeria in March 2020. METHODS: The study is an analytic cross-sectional survey with questionnaires administered to the general population including Health Care Workers (HCW) in Kano, Nigeria. Participants were recruited by convenience sampling following informed consent. The percentage of KAP scores were categorized as good and poor. Independent predictors of good knowledge of COVID 19 were ascertained using a binary logistic regression model. RESULTS: The questionnaire was administered among urban 32.8%, peri-urban dwellers 32.4%, and to online participants 34.8%. The peri-urban and urban participants were given paper questionnaires. There were 886 study participants with mean age 28.58yrs [SD:10.25] (Interquartile range [IQR]:22yrs-32yrs), males 55.4% with 57.3% having had or were in tertiary education. Most participants were students 40% and civil servants 20%. The overall mean [standard deviation (SD)] for knowledge, attitude and practice scores expressed in percentage was 65.38%[SD15.90], 71.45% [SD14.10], and 65.04% [SD17.02] respectively. Out of the respondents, 270(30.47%) had good knowledge (GK), 158(17.8%) had good attitude (GA), and 230(25.96%) had good practice (GP) using cut-off scores of 75%, 86.5%, and 75% respectively. Over 48% did not agree COVID-19 originated from animals while 60% perceived the pandemic to be due to God&#039;s punishment. Also, 36% thought it was a man-made virus. When rating fear, most respondents [63.5%] had marked fear i.e. &amp;#8805; 7 out of 10 and 56% admitted to modifying their habits recently in fear of contracting the virus. As regards attitude to religious norms, 77.77% agreed on cancellation of the lesser pilgrimage as a measure to curb the spread of the disease while 23.64% admitted that greater pilgrimage (Hajj) should proceed despite the persistence of the ongoing pandemic. About 50% of the respondents insisted on attending Friday congregational prayers despite social distancing. One in four people still harbored stigma towards a person who has recovered from the virus. 28% felt some races are more at risk of the disease though 66% mentioned always practicing social distancing from persons coughing or sneezing. Almost 70% of respondents said they were willing to accept a vaccine with 39% saying they would be willing to pay for it if not publicly funded. In univariate analysis increasing age and having been ever married were associated with GK while tertiary education was associated with GA [Odds Ratio; 95% Confidence Interval] 2.66(1.79-3.95). Independent positive predictors of GK were those who were or had ever been married, those who had marked fear of COVID-19, and had modified their habits in the last three months. Those who had non-tertiary education and had the questionnaire administered as paper rather than online version had GK but age was not a predictor. CONCLUSION: Knowledge of transmission and preventive measures should be improved in the general population cognizant of cultural norms and Islamic practices. The study highlights the importance of considering belief systems and perception in developing control measures against COVID-19.","Habib, Maryam Abdulrazaq; Dayyab, Farouq Muhammad; Iliyasu, Garba; Habib, Abdulrazaq G",,MEDLINE,"COVID-19/ethnology; Health Knowledge, Attitudes, Practice/ethnology; Islam/psychology; Adult; COVID-19/epidemiology; COVID-19/psychology; COVID-19/virology; Cross-Sectional Studies; Female; Health Personnel/psychology; Humans; Knowledge; Male; Nigeria/epidemiology; Pandemics; SARS-CoV-2/isolation &amp;amp; purification; Surveys and Questionnaires; Young Adult",20210209,https://dx.doi.org/10.1371/journal.pone.0245176,covidwho-1067408,1932-6203,1,PLoS One,en,US,2021,"PLoS One;16(1): e0245176, 2021. ","Knowledge, attitude and practice survey of COVID-19 pandemic in Northern Nigeria.",article,,,16,online and offline,1,0
"Background: A safe and effective vaccine against COVID-19 has become a public health priority. However, little is known about the public willingness to accept a future COVID-19 vaccine in China. This study aimed to understand the willingness and determinants for the acceptance of a COVID-19 vaccine among Chinese adults.Methods: A cross-sectional survey using an online questionnaire was conducted in an adult population in China. Chi-square tests were used to identify differences for various intentions regarding COVID-19 vaccination. The t test was used to identify differences among vaccine hesitancy scores. Multivariable logistic regression was used to analyze the predicated factors associated with the willingness to receive a COVID-19 vaccine.Results: Of the 3195 eligible participants, 83.8% were willing to receive a COVID-19 vaccine, and 76.6% believed the vaccine would be beneficial to their health; however, 74.9% expressed concerns or a neutral attitude regarding its potential adverse effects. Of the participants, 76.5% preferred domestically manufactured vaccines and were more willing to be vaccinated than those who preferred imported vaccines. Multivariable logistic regression indicated that lack of confidence, complacency in regard to health, risk of the vaccine, and attention frequency were the main factors affecting the intention to receive a COVID-19 vaccine.Conclusion: Our study indicated that the respondents in China had a high willingness to accept a COVID-19 vaccine, but some participants also worried about its adverse effects. Information regarding the efficacy and safety of an upcoming COVID-19 vaccine should be disseminated to ensure its acceptance and coverage.","Chen, Musha; Li, Yanjun; Chen, Jiaoshan; Wen, Ziyu; Feng, Fengling; Zou, Huachun; Fu, Chuanxi; Chen, Ling; Shu, Yuelong; Sun, Caijun",,MEDLINE,COVID-19 Vaccines; COVID-19; Adult; China; Cross-Sectional Studies; Humans; SARS-CoV-2; Surveys and Questionnaires; Vaccination,20210203,https://dx.doi.org/10.1080/21645515.2020.1853449,covidwho-1057794,2164-554X,7,Hum Vaccin Immunother,en,US,2021,"Hum Vaccin Immunother;17(7): 2279-2288, 2021 07 03. ",An online survey of the attitude and willingness of Chinese adults to receive COVID-19 vaccination.,article,,,17,online,1,0
"BACKGROUND: As a priority group, healthcare personnel (HCP) will be key to success of COVID-19 vaccination programs. The purpose of this study was to assess HCP willingness to get vaccinated and identify specific concerns that would undermine vaccination efforts. METHODS: We conducted a cross-sectional survey of HCP, including clinical and non-clinical staff, researchers, and trainees between November 23 rd ,2020 and December 5 th ,2020. The survey evaluated attitudes, beliefs and willingness to get vaccinated. RESULTS: A total of 5287 respondents had a mean age of 42.5 years (SD=13.56), and were 72.8% female (n=3842). Overall 57.5 % of individuals expressed intent to receive COVID-19 vaccine. 80.4% were physicians and scientists representing the largest group. 33.6% of registered nurses, 31.6% of allied health professionals, and 32% of master&#039;s level clinicians were unsure they would take the vaccine (p&lt;.001). Respondents who were older, males, White, or Asian were more likely to get vaccinated compared to other groups. Vaccine safety, potential adverse events, efficacy and speed of vaccine development dominated concerns listed by participants. Fewer (54.0%) providers of direct care vs. non-care providers (62.4%), and 52.0% of those who had provided care for COVID-19 patients (vs. 60.6% of those who had not) indicated they would take the vaccine if offered (p&lt;.001). CONCLUSIONS: We observed that self-reported willingness to receive vaccination against COVID-19 differs by hospital roles, with physicians and research scientists showing the highest acceptance. These findings highlight important heterogeneity in personal attitudes among HCPs around COVID-19 vaccines and highlight a need for tailored communication strategies.","Shaw, Jana; Stewart, Telisa; Anderson, Kathryn B; Hanley, Samantha; Thomas, Stephen J; Salmon, Daniel A; Morley, Christopher",,MEDLINE,,20210127,https://dx.doi.org/10.1093/cid/ciab054,covidwho-1045875,1537-6591,,Clin. infect. dis,en,US,2021,Clin Infect Dis;2021 Jan 25. ,Assessment of U.S. health care personnel (HCP) attitudes towards COVID-19 vaccination in a large university health care system.,article,,,,online,1,0
"BACKGROUND: Coronavirus disease 2019 (COVID-19) has rapidly instigated a global pandemic. Vaccine development is proceeding at an unprecedented pace. Once available, it will be important to maximize vaccine uptake and coverage. OBJECTIVE: To assess intent to be vaccinated against COVID-19 among a representative sample of adults in the United States and identify predictors of and reasons for vaccine hesitancy. DESIGN: Cross-sectional survey, fielded from 16 through 20 April 2020. SETTING: Representative sample of adults residing in the United States. PARTICIPANTS: Approximately 1000 adults drawn from the AmeriSpeak probability-based research panel, covering approximately 97% of the U.S. household population. MEASUREMENTS: Intent to be vaccinated against COVID-19 was measured with the question, &quot;When a vaccine for the coronavirus becomes available, will you get vaccinated?&quot; Response options were &quot;yes,&quot; &quot;no,&quot; and &quot;not sure.&quot; Participants who responded &quot;no&quot; or &quot;not sure&quot; were asked to provide a reason. RESULTS: A total of 991 AmeriSpeak panel members responded. Overall, 57.6% of participants (n?= 571) intended to be vaccinated, 31.6% (n?= 313) were not sure, and 10.8% (n?= 107) did not intend to be vaccinated. Factors independently associated with vaccine hesitancy (a response of &quot;no&quot; or &quot;not sure&quot;) included younger age, Black race, lower educational attainment, and not having received the influenza vaccine in the prior year. Reasons for vaccine hesitancy included vaccine-specific concerns, a need for more information, antivaccine attitudes or beliefs, and a lack of trust. LIMITATIONS: Participants&#039; intent to be vaccinated was explored before a vaccine was available and when the pandemic was affecting a narrower swath of the United States. Questions about specific information or factors that might increase vaccination acceptance were not included. The survey response rate was 16.1%. CONCLUSION: This national survey, conducted during the coronavirus pandemic, revealed that approximately 3 in 10 adults were not sure they would accept vaccination and 1 in 10 did not intend to be vaccinated against COVID-19. Targeted and multipronged efforts will be needed to increase acceptance of a COVID-19 vaccine when one becomes available. PRIMARY FUNDING SOURCE: Agency for Healthcare Research and Quality.","Fisher, Kimberly A; Bloomstone, Sarah J; Walder, Jeremy; Crawford, Sybil; Fouayzi, Hassan; Mazor, Kathleen M",,MEDLINE,Attitude to Health; COVID-19 Vaccines/pharmacology; COVID-19/therapy; SARS-CoV-2/immunology; Adult; COVID-19/epidemiology; Cross-Sectional Studies; Female; Humans; Male; Middle Aged; Pandemics; Retrospective Studies; United States/epidemiology,20210113,https://dx.doi.org/10.7326/M20-3569,covidwho-1022196,1539-3704,12,Ann Intern Med,en,US,2020,"Ann Intern Med;173(12): 964-973, 2020 12 15. ",Attitudes Toward a Potential SARS-CoV-2 Vaccine : A Survey of U.S. Adults.,article,,,173,online and offline,1,0
"BACKGROUND: The coronavirus disease 2019 (COVID-19) pandemic outbreak forced cancer care providers to face different challenges in terms of prevention and treatment management due to specific precautions implemented for oncological patients. We aimed to describe the level of knowledge, attitude and practices (KAP) among cancer patients, with the purpose to provide an image of the impact of COVID-19 and evaluate the effectiveness of pandemic response measures. PATIENTS AND METHODS: We developed a cross-sectional multicentric study that targeted adults with active cancer during the COVID-19 outbreak, aiming to describe KAP related to COVID-19 among Romanian oncological patients. A questionnaire investigating 64 items on KAP related to the novel coronavirus was designed and applied in seven Romanian hospitals. The group of participants consisted of 1585 oncological patients who completed the questionnaire during the outbreak (April-May 2020). RESULTS: Only 172 patients (10.8%) had very good knowledge about severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection symptoms, treatment options and incubation period. Only 44.3% of patients identified diarrhoea as a sign of COVID-19. About one-third of patients (32.6%) declared that they are &#039;very worried&#039; about getting infected with the novel coronavirus. More than two-thirds of participants (68%) considered that having cancer represents an additional risk for infection with SARS-CoV-2, but 27.8% would rather not vaccinate against SARS-CoV-2 should a vaccine be available. A small percentage (8.8%) believed that the risk of infection justifies delaying/stopping oncological treatment until after the pandemic. Around half of the participants (55.5%) declared being compliant with all the protective measures against coronavirus infection listed in the questionnaire. CONCLUSION: Romanian oncological patients have a less than expected knowledge about SARS-CoV-2, appropriate prevention behaviours, with limited trust in their efficacy, optimistic attitudes towards COVID-19 and low level of trust in information sources. Good COVID-19 knowledge was associated with appropriate practices towards COVID-19 and optimistic attitudes.","Gheorghe, A S; Negru, S M; Ni¡§¡§?ipir, C; Mazilu, L; Marinca, M; Gafton, B; Ciuleanu, T E; Schenker, M; Dragomir, R D; Gheorghe, A D; Stovicek, P O; Bandi-Vasilica, M; Bo¡§¡§?, A C; Mihaila, R I; Zob, D L; Kajanto, A L; Stanculeanu, D L",,MEDLINE,"COVID-19/prevention &amp;amp; control; Health Knowledge, Attitudes, Practice; Medical Oncology/statistics &amp;amp; numerical data; Neoplasms/therapy; Surveys and Questionnaires; Adolescent; Adult; Aged; Aged, 80 and over; COVID-19/epidemiology; COVID-19/virology; Cross-Sectional Studies; Disease Outbreaks; Female; Humans; Male; Medical Oncology/methods; Middle Aged; Neoplasms/diagnosis; Pandemics; Romania/epidemiology; SARS-CoV-2/isolation &amp;amp; purification; SARS-CoV-2/physiology; Young Adult",20210107,https://dx.doi.org/10.1016/j.esmoop.2020.100027,covidwho-1007936,2059-7029,1,ESMO Open,en,GB,2021,"ESMO Open;6(1): 100027, 2021 02. ","Knowledge, attitudes and practices related to the COVID-19 outbreak among Romanian adults with cancer: a cross-sectional national survey.",article,,,6,online,1,0
"The last 2019/20 northern hemisphere influenza season overlapped with the first wave of coronavirus disease 2019 (COVID-19) pandemic. Italy was the first western country where severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spread to a significant extent. In this representative cross-sectional survey, we aimed to describe some opinions and attitudes of the Italian general population towards both influenza vaccination and the COVID-19 pandemic, and to identify potential modifiers of the decision-making process regarding the uptake of the 2020/21 influenza vaccine. A total of 2543 responses were analyzed. Although most (74.8%) participants valued influenza vaccination positively and declared that it should be mandatory, some misconceptions around influenza persist. The general practitioner was the main source of trusted information on influenza vaccines, while social networks were judged to be the least reliable. Younger and less affluent individuals, subjects not vaccinated in the previous season, and those living in smaller communities showed lower odds of receiving the 2020/21 season influenza vaccination. However, the COVID-19 pandemic may have positively influenced the propensity of being vaccinated against 2020/21 seasonal influenza. In order to increase influenza vaccination coverage rates multidisciplinary targeted interventions are needed. The role of general practitioners remains crucial in increasing influenza vaccine awareness and acceptance by effective counselling.","Domnich, Alexander; Cambiaggi, Maura; Vasco, Alessandro; Maraniello, Luca; Ansaldi, Filippo; Baldo, Vincenzo; Bonanni, Paolo; Calabr¡§¡ã, Giovanna Elisa; Costantino, Claudio; de Waure, Chiara; Gabutti, Giovanni; Restivo, Vincenzo; Rizzo, Caterina; Vitale, Francesco; Grassi, Riccardo",,MEDLINE,,20201202,https://dx.doi.org/10.3390/vaccines8040711,covidwho-948863,2076-393X,4,,en,CH,2020,Vaccines (Basel);8(4)2020 Nov 30. ,Attitudes and Beliefs on Influenza Vaccination during the COVID-19 Pandemic: Results from a Representative Italian Survey.,article,,,8,online,1,0
"The Coronavirus Disease 2019 (COVID-19) pandemic has caused an unprecedented disruption in medical education and healthcare systems worldwide. The disease can cause life-threatening conditions and it presents challenges for medical education, as instructors must deliver lectures safely, while ensuring the integrity and continuity of the medical education process. It is therefore important to assess the usability of online learning methods, and to determine their feasibility and adequacy for medical students. We aimed to provide an overview of the situation experienced by medical students during the COVID-19 pandemic, and to determine the knowledge, attitudes, and practices of medical students regarding electronic medical education. A cross-sectional survey was conducted with medical students from more than 13 medical schools in Libya. A paper-based and online survey was conducted using email and social media. The survey requested demographic and socioeconomic information, as well as information related to medical online learning and electronic devices; medical education status during the COVID-19 pandemic; mental health assessments; and e-learning knowledge, attitudes, and practices. A total of 3,348 valid questionnaires were retrieved. Most respondents (64.7%) disagreed that e-learning could be implemented easily in Libya. While 54.1% of the respondents agreed that interactive discussion is achievable by means of e-learning. However, only 21.1% agreed that e-learning could be used for clinical aspects, as compared with 54.8% who disagreed with this statement and 24% who were neutral. Only 27.7% of the respondents had participated in online medical educational programs during the COVID-19 pandemic, while 65% reported using the internet for participating in study groups and discussions. There is no vaccine for COVID-19 yet. As such, the pandemic will undeniably continue to disrupt medical education and training. As we face the prospect of a second wave of virus transmission, we must take certain measures and make changes to minimize the effects of the COVID-19 outbreak on medical education and on the progression of training. The time for change is now, and there should be support and enthusiasm for providing valid solutions to reduce this disruption, such as online training and virtual clinical experience. These measures could then be followed by hands-on experience that is provided in a safe environment.","Alsoufi, Ahmed; Alsuyihili, Ali; Msherghi, Ahmed; Elhadi, Ahmed; Atiyah, Hana; Ashini, Aimen; Ashwieb, Arwa; Ghula, Mohamed; Ben Hasan, Hayat; Abudabuos, Salsabil; Alameen, Hind; Abokhdhir, Taqwa; Anaiba, Mohamed; Nagib, Taha; Shuwayyah, Anshirah; Benothman, Rema; Arrefae, Ghalea; Alkhwayildi, Abdulwajid; Alhadi, Abdulmueti; Zaid, Ahmed; Elhadi, Muhammed",,MEDLINE,"COVID-19/epidemiology; Education, Distance/methods; Education, Medical, Undergraduate/methods; Health Knowledge, Attitudes, Practice; Pandemics; SARS-CoV-2; Students, Medical/psychology; Adolescent; Adult; COVID-19/prevention &amp;amp; control; COVID-19/virology; Cross-Sectional Studies; Female; Humans; Learning; Libya/epidemiology; Male; Quarantine/methods; Surveys and Questionnaires; Young Adult",20201130,https://dx.doi.org/10.1371/journal.pone.0242905,covidwho-945354,1932-6203,11,PLoS One,en,US,2020,"PLoS One;15(11): e0242905, 2020. ","Impact of the COVID-19 pandemic on medical education: Medical students&#039; knowledge, attitudes, and practices regarding electronic learning.",article,,,15,online,1,0
"The epidemic of coronavirus disease 2019 (COVID-19) broke out during the peak season of influenza in China. We aimed to assess the knowledge, attitudes, and practices (KAP) of influenza among Chinese adults during this special season. A cross-sectional online questionnaire survey was performed by recruiting 4822 participants. There were 76.09% of the participants reporting that they learned more knowledge of influenza during the COVID-19 epidemic. The mean knowledge score of participants was 5.51??¨¤?1.55 (78.7% correct rate), and participants who received influenza vaccination in the past year scored the highest (6.06??¨¤?1.30, p&lt;?.001). Nearly half of the participants (49.63%) agreed the threat to the functioning of society by influenza was far less than the COVID-19. 73.04% of the participants knew influenza vaccination was the most effective way to prevent influenza infection, while 54.18% did not know the vaccination location. The proportion of participants who were willing to get vaccinated would increase from 62.53% to 85.82% if clinicians recommended the vaccination. For influenza-like illness, merely 36.11% of participants would seek medical care from the hospital, and 60.53% agreed or showed a neutral attitude toward antibiotic use for influenza treatment. Regression analyses showed that the medical profession and history of influenza vaccination were both associated with higher knowledge or attitude score and participants&#039; use of face masks in previous seasons and their willingness to receive influenza vaccination. In conclusion, the awareness of influenza vaccination among adults in China should be reinforced and educational campaigns were warranted to increase the coverage of influenza vaccination.","Jiang, Minghuan; Feng, Liuxin; Wang, Weihua; Gong, Yilin; Ming, Wai-Kit; Hayat, Khezar; Li, Pengchao; Gillani, Ali Hassan; Yao, Xuelin; Fang, Yu",,MEDLINE,"COVID-19/epidemiology; Health Education; Health Knowledge, Attitudes, Practice; Influenza Vaccines; Influenza, Human/prevention &amp;amp; control; Surveys and Questionnaires; Vaccination/psychology; Adolescent; Adult; China/epidemiology; Cross-Sectional Studies; Female; Humans; Influenza, Human/epidemiology; Male; SARS-CoV-2; Young Adult",20201125,https://dx.doi.org/10.1080/21645515.2020.1812312,covidwho-939536,2164-554X,5,Hum Vaccin Immunother,en,US,2021,"Hum Vaccin Immunother;17(5): 1412-1419, 2021 05 04. ","Knowledge, attitudes, and practices towards influenza among Chinese adults during the epidemic of COVID-19: a cross-sectional online survey.",article,,,17,online,1,0
"BACKGROUND: Health care workers are at greater risk of infection during COVID 19 pandemic.? This study was carried out to assess the knowledge and attitude toward COVID-19 among healthcare workers at working at Seti Zonal Hospital. METHODS: A cross-sectional study was performed between April and May 2020 at Seti Zonal Hospital with purposive sampling technique and self-administered questionnaire of the knowledge and attitude of healthcare workers regarding COVID-19. The demographic characteristics mean knowledge and attitude score of healthcare workers were identified and inferential statistics t-test, ANOVA and Spearman&#039;s correlation were used to show the relationship between variables. RESULTS: A total of 230 healthcare workers (92% response rate) had a mean score of knowledge and attitude of 8?¨¤0.88 and 7.88?¨¤1.32, respectively with good knowledge and a low positive attitude. Majority (94.7%) were familiar with the sign and symptoms, agreed that chronic diseases patients and HCWs are at a higher risk (97%) and (87.8%) respectively while knowledge related to COVID 19 vaccination, isolation period and treatment by antibiotics was poor with low positive attitude towards information availability about COVID 19 (41%), government ability to control the epidemic (49%), and the family members might get infection (60%). There was a positive correlation between knowledge scores and attitude scores (r=0.28, p&lt;0.0001). CONCLUSIONS: We identified a significant gap in information source, sufficient knowledge and low positive attitude about COVID 19 among health care workers. Greater educational efforts about prevention should be directed to different level of health workers.","Parajuli, Janaki; Mishra, Pradip; Sharma, Seema; Bohora, Krishna Bahadur; Rathour, Pratiksha Singh; Joshi, Jagadish; Kamar, Sher Bahadur; Pandey, Hemaraj; Chaudhary, Ashok",,MEDLINE,"COVID-19/epidemiology; Health Knowledge, Attitudes, Practice; Health Personnel/psychology; Adult; Attitude of Health Personnel; COVID-19/prevention &amp;amp; control; COVID-19 Vaccines; Communicable Disease Control/organization &amp;amp; administration; Comorbidity; Cross-Sectional Studies; Female; Humans; Male; Nepal/epidemiology; Pandemics; Patient Isolation/methods; SARS-CoV-2; Socioeconomic Factors; Young Adult",20201123,https://dx.doi.org/10.33314/jnhrc.v18i3.2816,covidwho-934731,1999-6217,3,J Nepal Health Res Counc,en,NP,2020,"J Nepal Health Res Counc;18(3): 466-471, 2020 Nov 14. ",Knowledge and Attitude about COVID 19 among Health Care Workers Working in Seti Provincial Hospital.,article,,,18,offline,1,0
